Frame         Time          Bond          Angle         Dihed         Impr          Elec          VdW           Conf          Nonbond       Total         
1891          1891          +250.996      +680.111      +308.243      +39.7903      -1660.34      -285.125      +1279.14      -1945.47      -666.326      
1892          1892          +234.325      +741.164      +306.325      +40.4908      -1707.05      -277.512      +1322.3       -1984.56      -662.259      
1893          1893          +257.014      +694.621      +312.476      +43.5966      -1674.95      -292.782      +1307.71      -1967.73      -660.023      
1894          1894          +247.753      +711.491      +303.463      +45.5887      -1651.66      -303.79       +1308.3       -1955.45      -647.157      
1895          1895          +260.901      +699.336      +306.844      +39.7186      -1683.94      -290.039      +1306.8       -1973.98      -667.184      
1896          1896          +249.263      +739.289      +307.907      +47.1356      -1688.82      -312.856      +1343.59      -2001.67      -658.08       
1897          1897          +245.144      +691.671      +307.693      +43.6752      -1707.89      -292.236      +1288.18      -2000.13      -711.947      
1898          1898          +230.55       +693.586      +311.123      +44.1573      -1715.68      -301.074      +1279.42      -2016.75      -737.334      
1899          1899          +242.447      +707.639      +325.65       +44.8475      -1705.26      -313.791      +1320.58      -2019.05      -698.469      
1900          1900          +224.349      +687.951      +304.057      +41.3597      -1677.14      -273.029      +1257.72      -1950.17      -692.453      
1901          1901          +218.7        +692.833      +310.501      +39.6456      -1649.99      -283.968      +1261.68      -1933.95      -672.274      
1902          1902          +219.243      +717.391      +310.377      +45.2565      -1699.19      -300.747      +1292.27      -1999.94      -707.673      
1903          1903          +238.655      +695.816      +311.101      +42.3669      -1725.05      -284.801      +1287.94      -2009.85      -721.913      
1904          1904          +215.85       +718.605      +317.977      +36.6464      -1717.22      -278.383      +1289.08      -1995.6       -706.522      
1905          1905          +227.826      +693.663      +301.998      +33.6958      -1684.21      -287.187      +1257.18      -1971.4       -714.213      
1906          1906          +243.799      +687.253      +298.456      +40.7531      -1656.45      -305.068      +1270.26      -1961.52      -691.255      
1907          1907          +202.885      +702.307      +310.925      +40.6228      -1668.44      -276.248      +1256.74      -1944.69      -687.951      
1908          1908          +244.973      +716.054      +295.228      +41.0042      -1659.71      -289.009      +1297.26      -1948.72      -651.462      
1909          1909          +243.758      +703.384      +303.521      +47.9069      -1711.36      -275.944      +1298.57      -1987.3       -688.735      
1910          1910          +217.635      +701.473      +314.526      +48.2937      -1677.12      -305.136      +1281.93      -1982.25      -700.324      
1911          1911          +226.021      +676.234      +307.53       +32.9753      -1659.47      -280.425      +1242.76      -1939.89      -697.133      
1912          1912          +232.815      +684.835      +305.218      +37.3481      -1653.09      -300.969      +1260.22      -1954.06      -693.848      
1913          1913          +248.652      +681.26       +303.737      +36.7608      -1695.29      -270.619      +1270.41      -1965.91      -695.495      
1914          1914          +242.16       +697.178      +331.758      +34.5131      -1669.79      -305.257      +1305.61      -1975.05      -669.442      
1915          1915          +212.033      +699.962      +306.766      +40.7149      -1668         -276.978      +1259.48      -1944.98      -685.506      
1916          1916          +219.886      +699.509      +317.029      +36.1271      -1690.71      -273.315      +1272.55      -1964.03      -691.474      
1917          1917          +291.389      +712.674      +313.935      +36.1014      -1665.8       -316.827      +1354.1       -1982.63      -628.53       
1918          1918          +225.567      +713.267      +313.41       +43.3041      -1663.66      -297.62       +1295.55      -1961.28      -665.728      
1919          1919          +218.716      +712.817      +323.222      +42.4262      -1688.19      -289.266      +1297.18      -1977.46      -680.274      
1920          1920          +238.356      +680.503      +304.388      +47.7373      -1642.62      -310.624      +1270.98      -1953.24      -682.26       
1921          1921          +255.09       +704.763      +288.336      +35.2739      -1659.13      -300.106      +1283.46      -1959.24      -675.776      
1922          1922          +233.385      +733.425      +320.856      +40.4323      -1669.12      -298.839      +1328.1       -1967.96      -639.861      
1923          1923          +259.786      +699.09       +306.015      +42.3108      -1669.18      -286.965      +1307.2       -1956.14      -648.942      
1924          1924          +235.915      +741.808      +309.034      +46.5313      -1668.65      -298.882      +1333.29      -1967.53      -634.245      
1925          1925          +217.22       +670.486      +299.553      +35.8927      -1674.91      -278.468      +1223.15      -1953.38      -730.227      
1926          1926          +247.132      +690.169      +296.31       +41.9701      -1670.2       -300.757      +1275.58      -1970.96      -695.377      
1927          1927          +216.74       +710.551      +310.402      +45.3072      -1684.41      -277.129      +1283         -1961.54      -678.537      
1928          1928          +228.858      +728.67       +297.955      +43.5796      -1680.1       -300.531      +1299.06      -1980.63      -681.565      
1929          1929          +239.838      +689.697      +313.899      +39.4496      -1688.65      -284.707      +1282.88      -1973.35      -690.471      
1930          1930          +245.888      +696.632      +304.769      +37.9355      -1723.6       -296.104      +1285.23      -2019.7       -734.478      
1931          1931          +228.979      +708.881      +302.692      +45.0824      -1676.2       -297.77       +1285.63      -1973.97      -688.334      
